%TIMESTAMP,Latitude ,Longitude ,Q,Delta_18O,Delta_18O_std,Delta_D,Delta_D_std,Ta,RH,P,Pricipitation,Rn,U,WD
201401302300,-69.033,39.183,3280,-29.46,-9999,-216.9,-9999,-5,0.85,99.03,-9999,-9999,0.744311763,360.7443118
201401310000,-69.033,39.183,3505,-28.94,-9999,-214.3,-9999,-4.3,0.85,99.03,-9999,-9999,0.628171951,360.628172
201401310100,-69.033,39.183,3668,-28.22,-9999,-211.3,-9999,-3.8,0.79,99.04,-9999,-9999,0.355105618,32.34839754
201401310200,-69.033,39.183,4197,-27.5,-9999,-206.8,-9999,-3.7,0.85,99.06,-9999,-9999,0.344818793,29.53965346
201401310300,-69.033,39.183,4216,-26.88,-9999,-202.4,-9999,-2.1,0.84,99.07,-9999,-9999,0.550090902,27.03165749
201401310400,-69.033,39.183,4207,-26.76,-9999,-200.1,-9999,-2.3,0.82,99.16,-9999,-9999,1.094577544,5.241974546
201401310500,-69.033,39.183,4191,-27.48,-9999,-204.4,-9999,-1.9,0.82,99.09,-9999,-9999,2.119457478,5.414861769
201401310600,-69.033,39.183,4425,-28.15,-9999,-206.6,-9999,-2,0.81,99.11,-9999,-9999,2.425386567,8.297389681
201401310700,-69.033,39.183,4622,-28.8,-9999,-209.4,-9999,-0.8,0.8,99.12,-9999,-9999,1.53160047,361.5316005
201401310800,-69.033,39.192,5030,-27.18,-9999,-200,-9999,0.8,0.77,99.2,-9999,-9999,1.367515996,361.367516
201401310900,-69.033,39.2,4241,-29.34,-9999,-215.7,-9999,0.6,0.72,99.37,-9999,-9999,0.728010989,360.728011
201401311000,-69.033,39.2,4038,-29.6,-9999,-217,-9999,1.2,0.68,99.22,-9999,-9999,0.809197133,50.01458881
201401311100,-69.033,39.183,4102,-28.65,-9999,-211.8,-9999,1,0.67,99.25,-9999,-9999,0.827647268,61.88861638
201401311200,-69.033,39.183,4107,-28.56,-9999,-211.2,-9999,1.6,0.65,99.24,-9999,-9999,0.09486833,71.56716188
201401311300,-69.033,39.2,4117,-28.5,-9999,-209.9,-9999,0.9,0.67,99.27,-9999,-9999,0.041231056,104.0393119
201401311400,-69.033,39.2,4072,-28.52,-9999,-209.6,-9999,0.1,0.69,99.25,-9999,-9999,0.588302643,148.2054581
201401311500,-69.033,39.2,4108,-27.9,-9999,-206.4,-9999,0,0.7,99.19,-9999,-9999,0.485077313,360.4850773
201401311600,-69.033,39.2,3944,-27.52,-9999,-204.6,-9999,-0.3,0.72,99.17,-9999,-9999,0.823771813,360.8237718
201401311700,-69.033,39.2,3895,-28.06,-9999,-206.4,-9999,-0.6,0.72,99.17,-9999,-9999,0.809197133,360.8091971
201401311800,-69.033,39.2,3848,-28.28,-9999,-207.3,-9999,-0.7,0.74,99.2,-9999,-9999,1.24595345,361.2459535
201401311900,-69.033,39.2,3960,-27.24,-9999,-201.4,-9999,-1,0.76,99.25,-9999,-9999,1.514265499,361.5142655
201401312000,-69.033,39.183,4031,-27.04,-9999,-199.2,-9999,-1.2,0.79,99.24,-9999,-9999,1.030194156,361.0301942
201401312100,-69.033,39.183,4038,-26.84,-9999,-197.9,-9999,-1.1,0.79,99.25,-9999,-9999,1.558621186,361.5586212
201401312200,-69.033,39.183,4070,-26.44,-9999,-196.3,-9999,-1.6,0.81,99.24,-9999,-9999,2.232241026,362.232241
201401312300,-69.033,39.183,4039,-26.32,-9999,-195.9,-9999,-1.5,0.8,99.25,-9999,-9999,2.542066089,362.5420661
201402010000,-69.033,39.183,3894,-28,-9999,-208,-9999,-1.9,0.81,99.25,-9999,-9999,3.773592453,363.7735925
201402010100,-69.033,39.183,3825,-30,-9999,-220,-9999,-2.3,0.82,99.25,-9999,-9999,3.894226496,363.8942265
201402010200,-69.033,39.183,3707,-31.16,-9999,-227.6,-9999,-3.2,0.81,99.24,-9999,-9999,4.022039284,364.0220393
201402010300,-69.033,39.183,3422,-32.72,-9999,-238.3,-9999,-3.8,0.8,99.23,-9999,-9999,4.09444746,364.0944475
201402010400,-69.033,39.175,3194,-32.56,-9999,-240.6,-9999,-3.9,0.78,99.23,-9999,-9999,3.92005102,363.920051
201402010500,-69.025,39.167,3207,-32.62,-9999,-241.1,-9999,-4.4,0.77,99.25,-9999,-9999,3.469308288,363.4693083
201402010600,-69.025,39.167,3358,-32.66,-9999,-237.9,-9999,-3.1,0.76,99.22,-9999,-9999,3.176476035,363.176476
201402010700,-69.017,39.167,3608,-31.8,-9999,-232.9,-9999,-2.6,0.77,99.22,-9999,-9999,2.826446532,362.8264465
201402010800,-69.017,39.167,4165,-30.3,-9999,-220.2,-9999,-1.8,0.79,99.25,-9999,-9999,1.838314445,361.8383144
201402010900,-69.017,39.167,4614,-28.68,-9999,-207,-9999,0,0.79,99.24,-9999,-9999,2.025438224,362.0254382
201402011000,-69.017,39.167,4493,-23.78,-9999,-178.3,-9999,0.6,0.76,99.27,-9999,-9999,4.34162412,364.3416241
201402011100,-69.017,39.167,4534,-23.98,-9999,-179,-9999,-0.3,0.78,99.19,-9999,-9999,5.420147599,365.4201476
201402011200,-69.017,39.167,4636,-23.8,-9999,-179.2,-9999,-0.7,0.79,99.15,-9999,-9999,5.557571412,365.5575714
201402011300,-69.017,39.167,4561,-23.56,-9999,-178.9,-9999,-0.7,0.8,99.14,-9999,-9999,5.713186501,365.7131865
201402011400,-69.017,39.167,4468,-24.32,-9999,-183,-9999,-0.9,0.81,99.19,-9999,-9999,5.184023534,365.1840235
201402011500,-69.017,39.167,4447,-25.06,-9999,-188.2,-9999,-1.2,0.83,99.24,-9999,-9999,5.397897739,365.3978977
201402011600,-69.017,39.167,4439,-25.32,-9999,-189,-9999,-1.2,0.82,99.11,-9999,-9999,5.75274717,365.7527472
201402011700,-69.017,39.167,4439,-25.56,-9999,-190.7,-9999,-1.3,0.84,99.09,-9999,-9999,5.01630342,365.0163034
201402011800,-69.017,39.167,4356,-25.2,-9999,-189.5,-9999,-1.7,0.92,99.09,-9999,-9999,4.861378405,364.8613784
201402011900,-69.017,39.167,4210,-25.88,-9999,-195,-9999,-2.1,0.85,99.12,-9999,-9999,4.233355643,364.2333556
201402012000,-69.017,39.15,4094,-26.06,-9999,-196.3,-9999,-1.8,0.85,99.11,-9999,-9999,3.220947066,363.2209471
201402012100,-69.017,39.158,3973,-26.42,-9999,-199.5,-9999,-2.8,0.84,99.12,-9999,-9999,3.198452751,363.1984528
201402012200,-69.017,39.15,3969,-26.3,-9999,-202.7,-9999,-3.3,0.84,99.09,-9999,-9999,2.831766233,362.8317662
201402012300,-69.017,39.15,3921,-26.5,-9999,-203.1,-9999,-3,0.87,99.1,-9999,-9999,1.298075499,361.2980755
201402020000,-69.017,39.15,4086,-26.43,-9999,-200.4,-9999,-3.5,0.87,99.12,-9999,-9999,0.910494371,360.9104944
201402020100,-69.017,39.15,4283,-26.28,-9999,-197.3,-9999,-2.8,0.86,99.11,-9999,-9999,1.083005078,361.0830051
201402020200,-69.017,39.15,4318,-27.26,-9999,-202.3,-9999,-2.4,0.83,99.12,-9999,-9999,1.658010856,361.6580109
201402020300,-69.017,39.15,4703,-26.92,-9999,-198.6,-9999,-1.5,0.83,99.11,-9999,-9999,1.43251527,361.4325153
201402020400,-69.017,39.15,4894,-25.48,-9999,-189.9,-9999,-1,0.83,99.09,-9999,-9999,3.10246676,363.1024668
201402020500,-69.017,39.15,4666,-22.78,-9999,-168.4,-9999,-2.1,0.82,99.11,-9999,-9999,7.518251126,367.5182511
201402020600,-69.017,39.15,4413,-23.9,-9999,-179.4,-9999,-2.5,0.82,99.15,-9999,-9999,10.23172517,370.2317252
201402020700,-69.017,39.142,3910,-25.06,-9999,-187.8,-9999,-3.1,0.83,99.15,-9999,-9999,10.89453533,370.8945353
201402020800,-69.017,39.142,3754,-24.98,-9999,-186.1,-9999,-3.3,0.8,99.16,-9999,-9999,11.17379971,371.1737997
201402020900,-69.017,39.142,3715,-24.78,-9999,-187,-9999,-2.8,0.79,99.19,-9999,-9999,10.53343724,370.5334372
201402021000,-69.017,39.15,3690,-24.84,-9999,-186,-9999,-2.6,0.79,99.13,-9999,-9999,9.597666383,369.5976664
201402021100,-69.017,39.15,3516,-25.28,-9999,-187.9,-9999,-2.3,0.74,99.13,-9999,-9999,10.38962944,370.3896294
201402021200,-69.017,39.133,3508,-25.32,-9999,-188.4,-9999,-2.3,0.73,99.07,-9999,-9999,9.138325886,369.1383259
201402021300,-69.017,39.133,3599,-25.24,-9999,-187.8,-9999,-2.5,0.74,99.05,-9999,-9999,8.624268085,368.6242681
201402021400,-69.017,39.133,3499,-25.48,-9999,-189,-9999,-2.7,0.73,99,-9999,-9999,8.033977844,368.0339778
201402021500,-69.017,39.133,3415,-25.54,-9999,-189.6,-9999,-2.2,0.73,98.99,-9999,-9999,6.218946856,366.2189469
201402021600,-69.017,39.133,3433,-25.6,-9999,-190.9,-9999,-2.4,0.72,99.01,-9999,-9999,3.053669923,363.0536699
201402021700,-69.017,39.133,3358,-25.56,-9999,-191.4,-9999,-2,0.71,98.97,-9999,-9999,7.536982155,367.5369822
201402021800,-69.017,39.133,3247,-25.32,-9999,-188.9,-9999,-3.2,0.74,98.86,-9999,-9999,8.47894451,368.4789445
201402021900,-69.017,39.133,2972,-25.32,-9999,-191.5,-9999,-3.1,0.69,98.8,-9999,-9999,8.694026685,368.6940267
201402022000,-69.017,39.133,2786,-25.78,-9999,-195.6,-9999,-3.8,0.67,98.77,-9999,-9999,8.197524016,368.197524
201402022100,-69.017,39.133,2641,-25.88,-9999,-198.1,-9999,-3.7,0.64,98.77,-9999,-9999,8.280054348,368.2800543
201402022200,-69.017,39.133,2536,-25.12,-9999,-196.5,-9999,-4.2,0.62,98.65,-9999,-9999,7.962443092,367.9624431
201402022300,-69.017,39.117,2595,-25.12,-9999,-194.4,-9999,-3.9,0.63,98.56,-9999,-9999,7.597525913,367.5975259
201402030000,-69.017,39.125,2627,-24.78,-9999,-193.1,-9999,-4.1,0.6,98.45,-9999,-9999,8.590977826,368.5909778
201402030100,-69.017,39.133,2640,-24.78,-9999,-191.2,-9999,-3.3,0.59,98.37,-9999,-9999,8.377857721,368.3778577
201402030200,-69.017,39.125,2749,-24.08,-9999,-187.9,-9999,-3.2,0.59,98.27,-9999,-9999,11.04699054,371.0469905
201402030300,-69.017,39.117,2877,-23.5,-9999,-187.3,-9999,-2.9,0.59,98.17,-9999,-9999,10.75583563,370.7558356
201402030400,-69.017,39.117,3076,-22.97,-9999,-187.1,-9999,-2.8,0.59,98.11,-9999,-9999,11.95378601,371.953786
201402030500,-69.017,39.117,3353,-24.24,-9999,-190.9,-9999,-2.4,0.62,98.01,-9999,-9999,12.31430063,372.3143006
201402030600,-69.017,39.117,3707,-25.12,-9999,-197.3,-9999,-2.2,0.65,98.01,-9999,-9999,13.61155392,373.6115539
201402030700,-69.017,39.117,4284,-25.88,-9999,-199.7,-9999,-1.4,0.67,97.86,-9999,-9999,14.53270106,374.5327011
201402030800,-69.017,39.117,4454,-26.2,-9999,-201.8,-9999,-1,0.74,97.74,-9999,-9999,16.86456937,376.8645694
201402030900,-69.017,39.117,4518,-25.74,-9999,-196.5,-9999,-0.7,0.75,97.65,-9999,-9999,16.76289354,376.7628935
201402031000,-69.017,39.117,4747,-25.82,-9999,-196.2,-9999,-0.3,0.76,97.63,-9999,-9999,15.5079657,375.5079657
201402031100,-69.017,39.117,4609,-26.22,-9999,-199.2,-9999,-0.1,0.76,97.64,-9999,-9999,15.74274436,375.7427444
201402031200,-69.017,39.117,4514,-27.02,-9999,-203.6,-9999,0.2,0.74,97.6,-9999,-9999,15.60452498,375.604525
201402031300,-69.017,39.117,4490,-27.6,-9999,-208.8,-9999,0.2,0.73,97.63,-9999,-9999,15.11001324,375.1100132
201402031400,-69.017,39.117,4589,-28.28,-9999,-214.1,-9999,0,0.74,97.57,-9999,-9999,16.8139228,376.8139228
201402031500,-69.017,39.117,4547,-27.32,-9999,-206.7,-9999,-0.4,0.77,97.68,-9999,-9999,17.50170849,377.5017085
201402031600,-69.017,39.117,4635,-26.76,-9999,-202.7,-9999,-0.5,0.78,97.54,-9999,-9999,17.71021457,377.7102146
201402031700,-69.017,39.117,4645,-25.88,-9999,-194.8,-9999,-0.7,0.8,97.46,-9999,-9999,18.18498557,378.1849856
201402031800,-69.017,39.117,4550,-26.12,-9999,-197.2,-9999,-0.3,0.77,97.63,-9999,-9999,16.8122158,376.8122158
201402031900,-69.017,39.117,4522,-26.46,-9999,-200.5,-9999,-0.8,0.79,97.57,-9999,-9999,17.33660001,377.3366
201402032000,-69.017,39.117,4404,-26.42,-9999,-200.1,-9999,-0.6,0.78,97.52,-9999,-9999,14.90498239,374.9049824
201402032100,-69.017,39.117,4289,-26.66,-9999,-202.4,-9999,-0.4,0.76,97.61,-9999,-9999,13.87121119,373.8712112
201402032200,-69.017,39.117,4151,-26.82,-9999,-204.8,-9999,-0.2,0.72,97.63,-9999,-9999,14.09369363,374.0936936
