%latitude(N)	longtitude(E)	d18-O(‰)	dD(‰)	RH(％)	SST	T air
-32.02	115.4	-11.0052	-76.7179	73	20.5436	19.3
-32.02	115.4	-11.0075	-76.7682	72	20.5328	19.3
-32.02	115.4	-10.9114	-76.9193	72	20.5095	19.2
-32.02	115.4	-10.9114	-76.9193	72	20.4954	19.3
-32.02	115.4	-10.8129	-77.1207	71	20.4851	19.2
-32.02	115.4	-10.8129	-77.02	72	20.4832	19.2
-32.02	115.4	-10.9091	-77.0704	73	20.4704	19.2
-32.02	115.4	-10.8129	-76.9193	72	20.4692	19.2
-32.02	115.4	-10.9114	-77.1207	71	20.4713	19.2
-32.02	115.4	-10.7168	-77.0704	72	20.4683	19.2
-32.02	115.4	-10.8129	-76.9193	72	20.465	19.3
-32.02	115.4	-10.7168	-76.8689	71	20.4617	19.4
-32.02	115.4	-10.719	-76.9193	70	20.4557	19.3
-32.02	115.4	-10.7235	-76.6171	71	20.4524	19.6
-32.02	115.4	-10.6295	-76.5164	70	20.4531	19.7
-32.02	115.4	-10.5527	-75.4085	70	20.4581	19.7
-32.02	115.4	-10.3683	-74.6027	70	20.4548	19.8
-32.02	115.4	-10.45	-74.4013	69	20.4481	20
-32.02	115.4	-10.1796	-73.0919	69	20.4421	19.8
-32.02	115.4	-9.8721	-73.797	69	20.4378	20
-32.02	115.4	-9.6895	-72.9409	70	20.4329	20.2
-32.02	115.4	-9.4907	-71.7826	69	20.4352	20
-32.02	115.4	-9.6584	-72.2862	67	20.4378	20.2
-32.02	115.4	-9.6409	-72.7898	67	20.4399	20.3
-32.02	115.4	-9.7611	-72.8905	67	20.444	20.6
-32.02	115.4	-9.4197	-69.7682	65	20.4491	20.3
-32.02	115.4	-9.9317	-70.5739	67	20.4527	20.6
-32.02	115.4	-9.7393	-71.279	67	20.4531	20.5
-32.02	115.4	-9.918	-71.7826	66	20.4557	20.7
-32.02	115.4	-9.583	-71.3293	64	20.4589	21.1
-32.02	115.4	-9.8488	-69.5164	68	20.4555	20.4
-32.02	115.4	-10.0164	-70.9768	66	20.465	20.9
-32.02	115.4	-10.2063	-71.4301	64	20.4668	20.7
-32.02	115.4	-10.1171	-72.9409	65	20.4668	21.1
-32.02	115.4	-10.1715	-70.9768	65	20.4648	20.8
-32.02	115.4	-10.5928	-71.4804	64	20.4708	21.2
-32.02	115.4	-10.1505	-72.1855	66	20.4832	20.9
-32.02	115.4	-10.5976	-71.5811	64	20.4939	20.9
-32.02	115.4	-10.5131	-72.6891	65	20.4945	20.8
-32.02	115.4	-10.703	-73.5452	63	20.4981	21.1
-32.02	115.4	-10.8061	-74.1495	64	20.4966	20.7
-34.36	113.31	-13.9786	-66.8473	49	17.2393	16.4
-34.37	113.3	-13.3675	-77.5236	50	17.0604	16.2
-34.39	113.28	-13.3534	-77.7251	50	16.8742	16.2
-34.41	113.27	-13.2403	-78.4301	50	16.7219	16.4
-34.43	113.25	-13.1565	-79.3366	49	16.8066	16.5
-34.45	113.24	-13.1529	-79.7898	51	16.9469	16.5
-34.47	113.23	-13.3424	-79.7898	51	17.0626	16.4
-34.49	113.21	-13.4409	-80.3941	51	17.0533	16.4
-34.51	113.2	-13.3498	-80.8977	51	16.9728	16.6
-34.53	113.18	-13.4445	-80.8474	49	16.8643	16.8
-34.55	113.17	-13.543	-81.2503	49	16.8301	16.9
-34.57	113.15	-13.6377	-81.7035	49	16.8764	17
-34.58	113.14	-13.8345	-82.0057	49	17.0271	16.8
-35	113.12	-13.8308	-82.5596	48	17.1289	16.9
-35.02	113.11	-13.8308	-83.2647	48	17.1649	17
-35.04	113.1	-13.7324	-83.6675	50	17.1569	17.1
-35.06	113.08	-13.9255	-83.5165	50	17.1899	16.8
-35.08	113.07	-13.9255	-83.4157	52	17.3999	16.7
-35.1	113.06	-13.7361	-83.4157	53	17.5708	16.8
-35.12	113.04	-13.7398	-83.4661	55	17.87	16.6
-35.14	113.03	-13.7324	-84.0704	53	18.2042	16.5
-35.16	113.02	-13.543	-84.4733	53	18.3657	16.5
-35.18	113	-13.5573	-84.574	55	18.4435	16.4
-35.2	112.59	-13.5502	-84.0704	54	18.4838	16.4
-35.22	112.58	-13.5538	-84.0201	53	18.4693	16.4
-35.24	112.56	-13.4625	-84.2215	54	18.3595	16.3
-35.26	112.55	-13.4589	-84.1711	54	18.1415	16.4
-35.28	112.54	-13.4554	-84.1208	50	17.9026	16.5
-35.3	112.52	-13.5538	-83.9193	55	17.6936	16.3
-35.33	112.51	-13.5502	-83.7683	56	17.5686	16.3
-35.34	112.49	-13.5466	-84.0201	57	17.4926	16.2
-35.36	112.48	-13.3569	-84.3222	56	17.476	16.1
-35.38	112.46	-13.1672	-84.4229	58	17.4886	16.1
-35.4	112.45	-13.0723	-84.3726	59	17.6574	16.1
-35.42	112.43	-13.0792	-83.9697	61	17.9058	16.1
-35.44	112.42	-12.9842	-84.1208	62	18.0391	16.1
-35.46	112.41	-12.9876	-84.1711	64	18.1064	15.8
-35.48	112.39	-12.7975	-84.3726	64	18.1347	15.8
-35.5	112.38	-12.7024	-84.4229	64	18.1418	15.8
-35.52	112.37	-12.6139	-84.4733	66	18.12	15.7
-35.55	112.35	-12.5187	-84.4229	68	17.9282	15.6
-35.57	112.34	-12.5187	-84.2215	69	17.577	15.5
-35.59	112.32	-12.3314	-84.1711	68	17.3801	15.5
-36.01	112.31	-12.2424	-84.1208	69	17.3266	15.4
-36.03	112.29	-12.147	-83.869	67	17.2542	15.4
-36.05	112.28	-12.2424	-83.7179	71	17.1789	15.4
-36.07	112.27	-12.147	-83.6675	71	17.1237	15.2
-36.09	112.25	-12.147	-83.4661	70	17.0779	15.4
-36.11	112.24	-12.0578	-83.5165	69	17.0323	15.4
-36.13	112.22	-12.0578	-83.315	70	17.0036	15.4
-36.15	112.2	-12.1562	-83.315	69	16.9957	15.3
-36.17	112.19	-12.2546	-83.315	70	16.9503	15.3
-36.19	112.17	-12.1592	-83.5668	71	16.8786	15.4
-36.22	112.15	-12.2546	-83.4157	69	16.833	15.4
-36.23	112.14	-12.2606	-83.315	71	16.8143	15.5
-36.25	112.12	-12.1652	-83.5668	70	16.7957	15.5
-36.27	112.11	-12.2636	-83.5668	71	16.7723	15.5
-36.29	112.09	-12.1681	-83.8186	71	16.7856	15.6
-36.31	112.08	-12.0726	-84.0704	71	16.7945	15.6
-36.33	112.06	-11.9771	-84.1208	74	16.8471	15.6
-36.35	112.05	-11.8787	-84.2215	75	16.9346	15.4
-36.37	112.03	-11.8816	-84.4733	73	16.9812	15.4
-36.39	112.02	-11.5921	-84.574	74	16.9518	15.4
-36.42	112.01	-11.4965	-84.4229	73	16.899	15.5
-36.44	111.59	-11.4936	-84.1711	76	16.9374	15.4
-36.46	111.58	-11.5949	-83.9193	73	17.0038	15.3
-36.48	111.56	-11.4993	-83.7683	75	16.9188	15.3
-36.5	111.55	-11.4009	-83.6675	76	16.8719	15.2
-36.52	111.53	-11.3981	-83.5165	77	16.8808	15.3
-36.54	111.52	-11.3025	-83.3654	77	16.9566	15.2
-36.56	111.5	-11.2097	-83.3654	78	17.0208	15.2
-36.58	111.49	-11.0156	-83.315	79	17.0121	15.3
-36.6	111.48	-10.9199	-83.0632	79	17.0233	15.3
-37.02	111.46	-10.827	-82.6603	79	17.0021	15.2
-37.04	111.45	-10.6329	-82.4085	80	16.9839	15.2
-37.06	111.45	-10.5371	-82.056	81	16.9603	15.1
-37.08	111.44	-10.4414	-81.6028	83	16.9584	14.8
-37.11	111.43	-10.4414	-81.4013	84	16.978	14.7
-37.13	111.42	-10.343	-81.1999	84	16.9005	14.5
-37.15	111.41	-10.2472	-80.9481	85	16.558	14.5
-37.17	111.41	-10.1461	-80.6963	85	16.4318	14.5
-37.19	111.4	-10.1488	-80.5452	85	16.3642	14.3
-37.22	111.4	-10.0504	-80.1423	84	16.2548	14.3
-37.25	111.4	-10.0477	-80.1927	84	16.1658	14.4
-37.27	111.4	-10.1461	-79.7898	84	16.2993	14.4
-37.29	111.39	-10.0477	-79.5884	84	16.2047	14.4
-37.32	111.39	-10.0477	-79.5884	83	16.0387	14.3
-37.34	111.39	-10.045	-79.6387	83	15.7139	14.2
-37.36	111.39	-10.0423	-79.3869	83	15.3751	14.1
-37.39	111.39	-10.0396	-79.538	84	15.1261	13.9
-37.41	111.39	-10.0369	-79.6891	84	14.9926	13.9
-37.44	111.38	-9.9385	-79.8905	84	14.9983	13.8
-37.46	111.38	-9.9385	-80.092	84	15.045	13.7
-37.49	111.38	-10.1326	-80.0416	84	15.1136	13.6
-37.51	111.38	-10.1298	-80.092	85	15.1748	13.4
-37.54	111.38	-10.2255	-80.2431	85	15.2287	13.3
-37.57	111.38	-10.2227	-80.4949	85	15.2618	13
-37.59	111.38	-10.217	-80.8977	85	15.2825	12.9
-38.02	111.38	-10.3126	-81.2503	85	15.2998	12.8
-38.04	111.38	-10.5066	-81.3006	85	15.317	12.6
-38.07	111.38	-10.6021	-81.8546	85	15.3258	12.6
-38.09	111.38	-10.6977	-81.9049	84	15.331	12.5
-38.12	111.38	-10.7932	-82.3582	83	15.3342	12.6
-38.14	111.38	-10.8857	-82.5596	82	15.3335	12.5
-38.17	111.38	-11.0796	-82.9121	81	15.3315	12.3
-38.19	111.38	-11.175	-83.3654	80	15.3196	12.4
-38.22	111.38	-11.3658	-83.869	78	15.3201	12.4
-38.25	111.39	-11.5565	-84.3726	77	15.3082	12.5
-38.27	111.39	-11.6519	-84.8258	74	15.306	12.4
-38.29	111.39	-11.744	-84.9265	73	15.2972	12.4
-38.32	111.39	-11.8329	-85.5812	73	15.2965	12.2
-38.34	111.39	-11.9184	-85.8834	72	15.2898	12
-38.37	111.39	-12.1086	-86.2863	71	15.2616	11.9
-38.39	111.39	-12.2003	-86.387	70	15.2345	11.6
-38.42	111.39	-12.2919	-86.2863	68	15.248	11.7
-38.44	111.39	-12.1934	-86.1855	67	15.3443	11.7
-38.46	111.39	-12.1865	-86.0848	66	15.4192	11.7
-38.49	111.39	-12.0846	-85.833	65	15.3247	11.7
-38.51	111.39	-11.8877	-85.2287	64	14.7419	11.7
-38.54	111.38	-11.7963	-84.4229	64	14.2658	11.8
-38.56	111.38	-11.6944	-83.6675	62	14.0272	11.8
-38.58	111.38	-11.6029	-82.2575	62	13.9199	11.6
-39.01	111.38	-11.501	-81.1999	62	13.8209	11.6
-39.03	111.38	-11.3077	-79.9409	62	13.73	11.8
-39.06	111.38	-11.0124	-78.6315	61	13.7277	11.6
-39.08	111.38	-10.8051	-78.1783	61	13.735	11.7
-39.1	111.38	-10.4114	-76.9697	62	13.5452	11.6
-39.13	111.38	-10.3059	-75.761	61	13.323	11.7
-39.15	111.38	-10.1967	-75.3078	61	13.1956	11.7
-39.18	111.38	-10.193	-74.7538	61	13.1394	11.7
-39.2	111.38	-10.1856	-74.1495	61	13.0786	11.7
-39.25	111.38	-10.2726	-73.9984	61	12.9685	11.7
-39.27	111.38	-10.3633	-74.3006	61	12.8428	11.7
-39.29	111.38	-10.4539	-75.2071	61	12.7582	11.8
-39.32	111.38	-10.6346	-77.5236	60	12.7258	11.9
-39.34	111.38	-10.8273	-78.1783	60	12.716	11.9
-39.38	111.38	-11.0324	-78.4805	59	12.7329	12
-39.39	111.38	-11.2373	-77.1711	59	12.765	12.1
-39.41	111.37	-11.3436	-75.1567	58	12.8737	12
-39.44	111.37	-11.3436	-74.2502	58	13.2591	12.1
-39.46	111.37	-11.4341	-73.4445	57	13.8041	12.3
-39.49	111.37	-11.5245	-74.0488	57	14.2358	12.4
-39.51	111.38	-11.5121	-75.2071	55	14.4793	12.3
-39.54	111.38	-11.7047	-76.0632	56	14.6524	12.4
-39.56	111.38	-11.8961	-76.0984	57	14.7444	12.4
-39.58	111.38	-11.9872	-76.5164	56	14.8362	12.5
-40	111.38	-12.0878	-77.2466	55	14.9087	12.7
-40.03	111.38	-12.1862	-77.3474	54	14.9341	12.5
-40.05	111.38	-12.291	-77.2215	56	14.961	12.8
-40.08	111.38	-12.3979	-76.6171	57	15.0098	12.7
-40.1	111.38	-12.5863	-76.6171	56	15.0407	12.7
-40.12	111.38	-12.4879	-77.2215	56	15.0433	12.6
-40.14	111.37	-12.4853	-77.4934	56	15.0345	12.5
-40.17	111.37	-12.5824	-77.6797	54	15.0365	12.7
-40.19	111.37	-12.4879	-78.0272	56	15.0356	12.8
-40.22	111.37	-12.6817	-78.0927	54	14.9983	12.6
-40.24	111.37	-12.7737	-78.6215	58	14.8856	12.5
-40.27	111.37	-12.8743	-79.251	57	14.7684	12.5
-40.29	111.37	-12.967	-79.6891	57	14.5245	12.5
-40.31	111.37	-12.8738	-80.2531	58	14.3343	12.6
-40.34	111.38	-12.9765	-80.7064	58	14.2828	12.5
-40.37	111.38	-12.9795	-81.2452	58	14.2992	12.7
-40.39	111.38	-13.0784	-81.7539	58	14.3126	12.5
-40.41	111.38	-13.0784	-82.3582	58	14.3377	12.6
-40.44	111.38	-13.0784	-82.8618	60	14.3278	12.5
-40.46	111.38	-13.181	-83.4157	60	14.3603	12.5
-40.5	111.38	-13.0868	-83.7683	61	14.4638	12.5
-40.51	111.38	-13.0868	-84.2719	60	14.5289	12.4
-40.54	111.38	-12.9967	-84.6747	62	14.5447	12.3
-40.56	111.38	-13.0008	-85.0273	62	14.5354	12.3
-40.58	111.38	-13.1032	-84.9769	62	14.4252	12.3
-41.01	111.38	-13.1072	-85.3294	63	14.1208	12.2
-41.03	111.38	-13.1072	-85.0273	64	13.6678	12.3
-41.06	111.38	-13.1072	-85.3294	64	13.3669	12.3
-41.09	111.38	-13.0167	-85.5309	65	13.2403	12.1
-41.12	111.38	-12.9222	-85.5812	67	13.2048	11.9
-41.13	111.38	-12.9222	-85.6819	67	13.1263	12
-41.15	111.38	-12.8277	-85.7323	67	13.0728	11.8
-41.18	111.38	-12.8316	-85.7827	67	12.8923	11.8
-41.2	111.38	-12.8354	-85.833	69	12.6447	11.8
-41.23	111.38	-12.737	-85.833	70	12.5197	11.7
-41.25	111.38	-12.7407	-85.8834	70	12.4336	11.6
-41.27	111.38	-12.6461	-85.833	71	12.3848	11.6
-41.3	111.38	-12.5551	-86.0345	72	12.3682	11.6
-41.33	111.38	-12.5588	-85.8834	73	12.3334	11.6
-41.35	111.38	-12.5551	-85.9337	74	12.2852	11.6
-41.37	111.38	-12.5588	-86.0848	75	12.2187	11.6
-41.4	111.38	-12.464	-86.1352	75	12.1752	11.6
-41.43	111.38	-12.4676	-87.1927	76	12.122	11.6
-41.44	111.38	-12.4712	-87.2431	76	12.074	11.6
-41.48	111.38	-12.3763	-87.2935	76	12.0538	11.6
-41.49	111.38	-12.2779	-87.2935	77	12.035	11.6
-41.52	111.38	-12.2779	-87.2935	77	11.9839	11.6
-41.54	111.38	-12.2814	-88.351	77	11.9405	11.6
-41.56	111.38	-12.183	-88.351	78	11.9144	11.6
-41.59	111.38	-12.1865	-88.4014	78	11.8938	11.6
-42.01	111.38	-12.0916	-88.4517	78	11.8817	11.6
-42.04	111.38	-12.095	-88.5021	79	11.882	11.7
-42.07	111.38	-12	-88.5525	79	11.8775	11.8
-42.09	111.38	-11.905	-88.6028	80	11.8356	11.7
-42.11	111.38	-11.8066	-88.6028	81	11.7972	11.7
-42.14	111.38	-11.81	-87.646	81	11.767	11.7
-42.16	111.38	-11.6131	-88.6532	82	11.7463	11.6
-42.19	111.38	-11.5181	-87.6963	82	11.7351	11.6
-42.21	111.37	-11.423	-87.7467	83	11.7118	11.6
-42.24	111.37	-11.4263	-87.7971	83	11.7016	11.6
-42.26	111.37	-11.3311	-87.8474	84	11.7025	11.6
-42.29	111.37	-11.236	-87.8978	84	11.7526	11.6
-42.32	111.37	-11.1376	-86.8906	85	11.7923	11.7
-42.34	111.37	-11.1408	-86.9409	85	11.8268	11.7
-42.36	111.38	-11.0456	-86.9913	85	11.8846	11.7
-42.39	111.38	-10.9504	-86.8402	85	11.9132	11.7
-42.41	111.38	-10.8551	-86.7899	85	11.8965	11.7
-42.44	111.38	-10.7598	-86.7395	86	11.884	11.7
-42.46	111.38	-10.763	-86.4877	86	11.8741	11.8
-42.49	111.38	-10.5692	-86.4373	86	11.8485	11.8
-42.51	111.38	-10.4708	-86.3366	86	11.8479	11.8
-42.54	111.38	-10.3755	-85.9841	86	11.8404	11.7
-42.56	111.38	-10.3755	-85.8834	87	11.8394	11.7
-42.59	111.38	-10.3785	-85.6316	87	11.838	11.7
-43.02	111.38	-10.1817	-85.6316	87	11.8299	11.7
-43.04	111.38	-10.1817	-85.4301	87	11.8173	11.7
-43.06	111.38	-10.0863	-85.1783	87	11.8097	11.8
-43.09	111.38	-10.0894	-85.0273	87	11.785	11.7
-43.12	111.38	-9.9909	-84.9265	87	11.7477	11.8
-43.14	111.38	-9.9909	-84.6244	88	11.7194	11.7
-43.17	111.38	-9.7971	-84.6747	88	11.7058	11.8
-43.19	111.38	-9.7971	-84.2719	88	11.7086	11.8
-43.22	111.38	-9.7017	-84.1208	88	11.6688	11.8
-43.24	111.38	-9.7017	-84.0201	88	11.5068	11.7
-43.27	111.38	-9.6033	-83.6172	88	11.401	11.7
-43.3	111.38	-9.6033	-83.315	88	11.3557	11.7
-43.33	111.38	-9.4094	-83.2647	88	11.3557	11.7
-43.34	111.38	-9.4094	-83.0632	88	11.3655	11.7
-43.37	111.38	-9.311	-82.7611	88	11.3735	11.7
-43.39	111.38	-9.311	-82.5596	89	11.3655	11.6
-43.42	111.39	-9.3139	-82.3078	89	11.3506	11.7
-43.44	111.39	-9.2155	-82.0057	89	11.3442	11.6
-43.47	111.39	-9.2155	-82.0057	89	11.3311	11.6
-43.5	111.39	-9.1171	-81.8042	89	11.2866	11.5
-43.52	111.39	-9.1171	-81.5021	89	11.2291	11.5
-43.55	111.39	-9.0187	-81.3006	89	11.1714	11.5
-43.57	111.39	-9.0187	-81.1999	89	11.1424	11.5
-43.6	111.38	-9.0187	-81.0992	89	11.1372	11.4
-44.03	111.38	-8.9202	-80.8977	89	11.1499	11.4
-44.05	111.38	-8.9202	-80.8977	89	11.1518	11.4
-44.07	111.38	-8.9202	-80.6963	89	11.1513	11.4
-44.11	111.38	-8.9202	-80.5956	89	11.1513	11.4
-44.14	111.38	-8.9202	-80.2934	89	11.1572	11.4
-44.15	111.38	-8.9202	-80.092	89	11.1679	11.4
-44.19	111.38	-8.9232	-79.9409	89	11.1733	11.5
-44.2	111.38	-8.8248	-79.8402	89	11.1794	11.5
-44.23	111.38	-8.8277	-79.4877	89	11.1801	11.5
-44.25	111.38	-8.9261	-79.1855	89	11.1686	11.5
-44.27	111.38	-8.9232	-79.1351	89	11.1553	11.6
-44.3	111.38	-8.9232	-79.3366	89	11.1495	11.5
-44.33	111.38	-8.9261	-79.1855	89	11.1354	11.5
-44.35	111.38	-8.9261	-79.2862	89	11.0862	11.6
-44.38	111.38	-8.8277	-79.0848	90	10.9679	11.5
-44.4	111.38	-8.8277	-78.7826	89	10.879	11.5
-44.42	111.38	-8.8277	-78.6819	89	10.8133	11.5
-44.45	111.38	-8.9261	-78.3797	89	10.7854	11.5
-44.5	111.38	-8.9261	-78.4805	89	10.7804	11.5
-44.52	111.38	-8.8334	-78.3797	89	10.7717	11.6
-44.55	111.38	-8.7379	-77.8258	89	10.8146	11.6
-44.58	111.38	-8.7379	-77.8258	89	10.8956	11.6
-44.6	111.38	-8.7379	-77.7251	89	10.9188	11.6
-45.02	111.36	-8.8392	-77.3725	89	10.9446	11.4
-45.05	111.33	-8.7379	-77.7251	89	10.8801	11.5
-45.06	111.32	-8.8392	-77.3725	89	10.7931	11.5
-45.09	111.29	-8.7492	-76.9193	89	10.7817	11.4
-45.1	111.27	-8.6787	-76.1639	89	10.7826	11.4
-45.12	111.26	-8.8476	-76.315	89	10.7368	11.4
-45.15	111.22	-8.929	-76.8186	89	10.703	11.4
-45.16	111.22	-8.683	-76.2646	89	10.6919	11.4
-45.18	111.19	-8.6141	-75.8617	89	10.7188	11.3
-45.2	111.17	-8.6212	-75.7107	89	10.7753	11.3
-45.21	111.15	-8.7125	-76.2143	89	10.8155	11.3
-45.23	111.13	-8.7037	-76.5668	89	10.8226	11.2
-45.26	111.11	-8.7175	-77.1711	90	10.7974	11.2
-45.27	111.09	-8.5758	-77.0704	89	10.8049	11.2
-45.29	111.07	-8.6417	-76.9193	89	10.8117	11.2
-45.31	111.05	-8.7145	-76.9193	89	10.7909	11.1
-45.33	111.02	-8.7145	-77.02	89	10.7748	11.1
-45.35	111.01	-8.7145	-77.1207	89	10.768	11.2
-45.39	110.57	-8.8099	-76.9697	89	10.7846	11.2
-45.4	110.56	-8.8038	-77.2718	89	10.766	11.2
-45.41	110.54	-8.9945	-77.7754	89	10.705	11.2
-45.43	110.52	-8.8992	-77.9265	88	10.6464	11.4
-45.45	110.5	-9.0037	-77.2215	88	10.6106	11.4
-45.48	110.47	-8.9202	-76.9697	87	10.5741	11.5
-45.49	110.46	-9.1052	-76.5668	87	10.5665	11.5
-45.52	110.43	-9.274	-77.5236	86	10.5844	11.7
-45.53	110.42	-9.2835	-77.7754	86	10.5881	11.7
-45.55	110.39	-9.1914	-78.0776	86	10.5845	11.6
-45.57	110.38	-9.1944	-78.1279	86	10.5933	11.6
-45.59	110.35	-9.1851	-78.1783	86	10.5954	11.6
-46.01	110.33	-9.2835	-78.7826	86	10.5874	11.6
-46.03	110.31	-9.1975	-78.5812	86	10.5764	11.7
-46.05	110.29	-9.1052	-78.0776	86	10.5703	11.7
-46.07	110.27	-9.2096	-77.574	86	10.6009	11.7
-46.09	110.25	-9.2036	-77.3725	86	10.6109	11.6
-46.11	110.23	-9.4034	-77.2215	86	10.5561	11.7
-46.14	110.2	-9.305	-77.1207	86	10.5192	11.6
-46.15	110.19	-9.3882	-77.574	85	10.5228	11.6
-46.17	110.17	-9.4866	-77.7754	86	10.5189	11.5
-46.18	110.14	-9.3913	-78.2287	86	10.5218	11.5
-46.21	110.12	-9.3913	-78.5308	86	10.563	11.5
-46.23	110.1	-9.3943	-78.4805	87	10.5549	11.5
-46.25	110.08	-9.299	-78.3294	86	10.4436	11.5
-46.26	110.06	-9.3943	-78.279	86	10.3437	11.5
-46.28	110.04	-9.5912	-77.8761	86	10.2734	11.6
-46.3	110.02	-9.6033	-77.6747	85	10.2027	11.5
-46.32	109.59	-9.6896	-77.3725	85	10.1784	11.4
-46.34	109.57	-9.8803	-77.9769	85	10.187	11.4
-46.36	109.55	-9.9725	-78.3797	86	10.0933	11.2
-46.38	109.52	-9.8772	-78.9337	86	10.0163	11
-46.39	109.5	-9.7788	-79.1351	86	9.9622	11
-46.41	109.48	-9.7725	-79.538	86	9.8885	10.9
-46.43	109.46	-9.6677	-79.7395	86	9.9051	10.8
-46.45	109.44	-9.6741	-79.4373	87	9.892	10.6
-46.47	109.42	-9.4772	-79.538	87	9.6327	10.5
-46.49	109.4	-9.4676	-79.5884	87	9.2848	10.4
-46.51	109.38	-9.5596	-79.5884	87	9.2073	10.3
-46.52	109.35	-9.5563	-79.9409	87	9.1773	10.2
-46.54	109.33	-9.5563	-80.0416	88	8.9961	10
-46.56	109.31	-9.5596	-80.092	87	8.6985	9.7
-46.59	109.28	-9.5563	-80.1423	88	8.1933	9.5
-46.6	109.27	-9.5497	-80.2431	88	7.7284	9.5
-47.01	109.25	-9.6447	-80.1927	88	7.4184	9.4
-47.03	109.22	-9.6345	-80.6459	88	7.2008	9.3
-47.05	109.2	-9.7295	-80.5956	88	7.0837	9.3
-47.07	109.18	-9.7295	-80.8977	88	7.0283	9.3
-47.09	109.16	-9.7295	-80.9985	88	7.0183	9.3
-47.11	109.14	-9.6311	-80.9985	88	6.9827	9.3
-47.13	109.12	-9.6311	-81.0992	88	7.0124	9.1
-47.14	109.1	-9.7295	-81.1999	88	7.0492	9.1
-47.17	109.08	-9.726	-81.1495	89	7.0174	9.1
-47.18	109.06	-9.8244	-80.9481	88	6.9329	9.1
-47.2	109.04	-9.8244	-81.351	89	6.8862	9.1
-47.22	109.02	-9.9228	-81.4517	89	6.8635	9
-47.25	108.59	-9.9228	-81.7539	89	6.8506	9.1
-47.26	108.58	-9.9228	-81.9553	89	6.7698	9.1
-47.28	108.56	-10.0213	-81.6531	89	6.7721	9.1
-47.3	108.54	-9.9228	-82.056	89	6.8305	9.1
-47.32	108.52	-9.9263	-82.0057	89	6.8672	9
-47.34	108.5	-10.0247	-82.4085	89	6.8833	8.9
-47.35	108.48	-10.1232	-82.2071	89	6.8655	8.8
-47.37	108.46	-10.1232	-82.7107	89	6.8297	8.7
-47.39	108.43	-10.2216	-82.61	89	6.7444	8.6
-47.41	108.41	-10.4149	-83.1639	90	6.6149	8.5
-47.45	108.37	-10.6047	-83.6675	90	6.4816	7.8
-47.45	108.37	-10.6996	-84.2215	90	6.3954	7.8
-47.47	108.34	-10.7944	-85.0776	90	6.3564	8.3
-47.49	108.32	-10.8893	-85.7323	90	6.3375	8.3
-47.5	108.3	-10.9877	-86.1352	90	6.3197	8.4
-47.52	108.28	-11.2865	-87.1927	90	6.313	7.9
-47.54	108.26	-11.6802	-87.1927	90	6.285	8
-47.56	108.23	-11.9682	-88.0992	90	6.2413	7.5
-47.58	108.21	-11.9646	-88.0489	90	6.1921	7.2
-47.6	108.19	-11.9571	-88.9553	90	6.1597	7.1
-48.02	108.17	-11.9571	-89.9625	90	6.1582	7
-48.04	108.14	-11.9534	-89.9122	91	6.1692	7.3
-48.06	108.13	-11.9458	-90.8187	90	6.1761	7.6
-48.07	108.1	-11.7565	-90.9194	90	6.1776	7.6
-48.1	108.08	-11.855	-89.9122	90	6.1859	7.4
-48.11	108.06	-11.9534	-89.9122	91	6.1962	7.2
-48.13	108.04	-12.1502	-89.9122	91	6.2103	7.4
-48.15	108.01	-12.2449	-89.8618	91	6.2183	7.3
-48.19	107.57	-12.1464	-89.8618	91	6.2273	6.8
-48.19	107.57	-12.1464	-90.869	91	6.2287	6.8
-48.21	107.55	-12.1464	-90.869	91	6.2282	6.6
-48.23	107.52	-12.1426	-90.8187	91	6.2233	6.9
-48.26	107.5	-11.8435	-90.7683	91	6.2142	6.9
-48.28	107.48	-11.5482	-90.7683	91	6.2086	6.7
-48.31	107.44	-11.5482	-89.7611	91	6.205	6.6
-48.32	107.43	-11.6467	-89.7611	91	6.2119	6.5
-48.34	107.41	-11.5444	-89.7107	91	6.2139	6.4
-48.36	107.39	-11.5404	-89.6604	91	6.2128	6.3
-48.38	107.37	-11.442	-89.6604	91	6.1966	6.3
-48.4	107.34	-11.3436	-89.6604	91	6.1883	6.3
-48.42	107.32	-11.4381	-89.61	91	6.1819	6.3
-48.44	107.3	-11.1428	-89.61	91	6.1846	6.3
-48.46	107.27	-11.2373	-89.5597	91	6.1867	6.2
-48.48	107.25	-11.3357	-89.5597	91	6.1892	6.3
-48.5	107.23	-11.2373	-89.5597	91	6.2067	6.4
-48.52	107.21	-11.2373	-89.5597	91	6.2316	6.4
-48.54	107.18	-11.3357	-88.5525	91	6.2519	6.3
-48.56	107.16	-11.4301	-88.5021	91	6.2582	6.2
-48.58	107.14	-11.3317	-89.5093	91	6.2511	6.1
-48.6	107.11	-11.426	-89.4589	91	6.2395	6.1
-49.02	107.09	-11.3276	-89.4589	91	6.2313	6
-49.04	107.07	-11.3235	-89.4086	91	6.2237	6
-49.06	107.04	-11.4219	-89.4086	92	6.194	6.1
-49.08	107.02	-11.3235	-89.4086	91	6.1831	6.1
-49.09	107	-11.1308	-89.4589	91	6.186	6.2
-49.12	106.57	-11.0364	-89.5093	91	6.1839	6.1
-49.13	106.55	-10.942	-88.5525	91	6.1826	6.1
-49.15	106.53	-10.942	-88.5525	91	6.1917	6
-49.17	106.51	-10.8436	-88.5525	91	6.2018	6
